erate (mm/kyr),measured curvature (1/m),naive D (m2/kyr),minimum D (m2/kyr),16th percentile D (m2/kyr),median D (m2/kyr),84th percentile D (m2/kyr),maximum D (m2/kyr),
3.650000000000000000e+01,-2.536000000000000060e-02,2.899999999999999911e+00,2.352085718060779929e+00,2.673968821737396251e+00,2.875162100494662365e+00,3.061336933750972378e+00,3.420436735917568249e+00
6.150000000000000000e+01,-2.469999999999999973e-02,5.000000000000000000e+00,4.259132211472253182e+00,4.682072035251867881e+00,4.988979066140992735e+00,5.467068606557886845e+00,6.628753743356032402e+00
8.490000000000000568e+01,-3.334000000000000158e-02,5.099999999999999645e+00,4.425699767571636301e+00,4.779170115717063183e+00,5.087149814293843164e+00,5.310496892856960471e+00,5.654783263502443980e+00
9.250000000000000000e+01,-3.901999999999999913e-02,4.700000000000000178e+00,4.227717424728796303e+00,4.421456613659954904e+00,4.572188979738101011e+00,4.772855755042844983e+00,5.007800418095579964e+00
5.500000000000000000e+01,-3.171000000000000207e-02,3.500000000000000000e+00,2.874947564984112081e+00,3.259724249875692426e+00,3.436556627810929854e+00,3.604727544558104402e+00,3.877724958865564897e+00
1.010000000000000000e+02,-6.501999999999999447e-02,3.100000000000000089e+00,2.702022825961747365e+00,2.782984062090549937e+00,2.865979185568543919e+00,2.940527641133443115e+00,3.148468116707612729e+00
3.700000000000000000e+01,-2.149999999999999828e-02,3.399999999999999911e+00,2.835557890327544683e+00,3.113622137461852013e+00,3.392787507470462760e+00,3.635811871383923588e+00,4.199603281100569241e+00
7.800000000000000000e+01,-3.012000000000000094e-02,5.200000000000000178e+00,4.344455115920698773e+00,4.786611588010117657e+00,5.064639937931485036e+00,5.359763026821489973e+00,5.761700908941225663e+00
3.500000000000000000e+01,-1.038000000000000034e-02,6.700000000000000178e+00,4.594957612649884560e+00,6.019904350328109999e+00,7.643867447710049667e+00,1.040536534502883725e+01,1.276119182751186187e+01
9.215000000000000000e+02,-7.159000000000000086e-02,2.569999999999999929e+01,2.254335209961277187e+01,2.300109375307335213e+01,2.338036022971165551e+01,2.420951663726713221e+01,2.524265287697506110e+01
8.007999999999999545e+02,-1.259599999999999886e-01,1.269999999999999929e+01,8.837662130145886863e+00,9.342510466814459846e+00,9.599977619726971056e+00,9.754020998695803968e+00,1.009006717902522432e+01
1.768000000000000114e+02,-4.624000000000000332e-02,7.599999999999999645e+00,6.951153921660709223e+00,7.046726812916053184e+00,7.289828572806520413e+00,7.585959736480221594e+00,8.309044917271910080e+00
2.249000000000000057e+02,-4.524999999999999856e-02,9.900000000000000355e+00,8.780453954000622119e+00,9.347966078099522846e+00,9.712452018694625266e+00,1.005222896897745777e+01,1.065762012043293083e+01
1.435000000000000000e+02,-4.243000000000000244e-02,6.799999999999999822e+00,5.926154100243223866e+00,6.275311036035553514e+00,6.545635232315686558e+00,6.687971312454036088e+00,6.955162139264902343e+00
2.319999999999999929e+01,-1.378000000000000058e-02,3.399999999999999911e+00,2.742242179414915881e+00,3.110733217975556464e+00,3.337710212585075276e+00,3.863775886333959964e+00,5.681748484147112421e+00
5.700000000000000178e+00,-6.819999999999999674e-03,1.699999999999999956e+00,1.166508634653215637e+00,1.779288872245713859e+00,2.879198564528106186e+00,6.047014334141538328e+00,3.906820585471876370e+02
9.900000000000000355e+00,-1.710000000000000062e-02,1.199999999999999956e+00,9.867519628252118258e-01,1.047878948669811461e+00,1.165032080676978055e+00,1.244207233553099368e+00,1.749919740329536344e+00
1.259999999999999964e+01,-1.221999999999999996e-02,2.100000000000000089e+00,1.473710447981664284e+00,1.934782651729033631e+00,2.265786892131905095e+00,2.602035392467494823e+00,3.366150352048047800e+00
3.270000000000000284e+01,-2.027999999999999942e-02,3.200000000000000178e+00,2.693321946039375359e+00,3.013778734039906926e+00,3.191238535392110443e+00,3.351461327656245270e+00,4.011098379674177039e+00
3.479999999999999716e+01,-2.021999999999999839e-02,3.399999999999999911e+00,3.067824944724251157e+00,3.336613958267347524e+00,3.516025215825658634e+00,3.673791729958654884e+00,4.422885971928284476e+00
3.810000000000000142e+01,-1.977999999999999897e-02,3.899999999999999911e+00,3.306302087523164790e+00,3.631096816159927076e+00,3.930365799435807439e+00,4.165713294618830886e+00,4.787343163044590177e+00
5.289999999999999858e+01,-2.065000000000000169e-02,5.099999999999999645e+00,4.279783393903435318e+00,4.753153451998162637e+00,5.087627610927213162e+00,5.717187936666009662e+00,6.376914064180515318e+00
3.950000000000000000e+01,-1.970999999999999835e-02,4.000000000000000000e+00,3.316196700071486259e+00,3.677532767071229447e+00,3.973306308950865340e+00,4.327962554404018114e+00,4.798095642701841967e+00
8.540000000000000568e+01,-2.519000000000000059e-02,6.799999999999999822e+00,5.880422148646772484e+00,6.393372890403854925e+00,6.759271605350365419e+00,7.301355627706266560e+00,8.033080427786220667e+00
2.080000000000000071e+01,-1.420000000000000082e-02,2.899999999999999911e+00,2.347420428393555358e+00,2.806673920770258235e+00,3.070560891502327028e+00,3.292233955559678460e+00,4.972668709731769887e+00
