erate (mm/kyr),measured curvature (1/m),naive D (m2/kyr),minimum D (m2/kyr),16th percentile D (m2/kyr),median D (m2/kyr),84th percentile D (m2/kyr),maximum D (m2/kyr),
3.650000000000000000e+01,-2.536000000000000060e-02,2.899999999999999911e+00,2.538534147265173235e+00,2.686276820175748981e+00,2.857622150169432107e+00,3.137971381408573901e+00,3.274673912425719813e+00
6.150000000000000000e+01,-2.469999999999999973e-02,5.000000000000000000e+00,4.393053378554983013e+00,4.799050773048787022e+00,5.063607855808767155e+00,5.421699701303194452e+00,5.939913652520817600e+00
8.490000000000000568e+01,-3.334000000000000158e-02,5.099999999999999645e+00,4.476495674428166538e+00,4.834862949812168686e+00,5.015564014446899144e+00,5.307800458165921498e+00,5.789650538074018193e+00
9.250000000000000000e+01,-3.901999999999999913e-02,4.700000000000000178e+00,4.222628628398680917e+00,4.470443641439569404e+00,4.636604167996458692e+00,4.884287729456087135e+00,5.086669081539157311e+00
5.500000000000000000e+01,-3.171000000000000207e-02,3.500000000000000000e+00,2.953525170234432728e+00,3.219196199086162835e+00,3.450201491049418756e+00,3.631494595119673097e+00,3.942359996824055024e+00
1.010000000000000000e+02,-6.501999999999999447e-02,3.100000000000000089e+00,2.686547021136102220e+00,2.780056543539307867e+00,2.888065292088611624e+00,3.012540467248688625e+00,3.119913256436132265e+00
3.700000000000000000e+01,-2.149999999999999828e-02,3.399999999999999911e+00,2.894132734142792263e+00,3.224159743001491663e+00,3.426067448605452981e+00,3.677959933896675526e+00,4.114714084278260131e+00
7.800000000000000000e+01,-3.012000000000000094e-02,5.200000000000000178e+00,4.424044090167051912e+00,4.729005893265658678e+00,5.054353021659378165e+00,5.488623053077649416e+00,6.006430590223183152e+00
3.500000000000000000e+01,-1.038000000000000034e-02,6.700000000000000178e+00,4.928317502079012868e+00,6.052525245078768990e+00,6.920917206181329995e+00,9.227230029008063994e+00,1.927359868251422981e+01
9.215000000000000000e+02,-7.159000000000000086e-02,2.569999999999999929e+01,2.259126423981848575e+01,2.297039482691148748e+01,2.363736999950988960e+01,2.431936247620945579e+01,2.562326293966260593e+01
8.007999999999999545e+02,-1.259599999999999886e-01,1.269999999999999929e+01,9.177573769581888641e+00,9.293419843964308313e+00,9.557314434067265552e+00,9.678205255032620968e+00,9.926591615267019719e+00
1.768000000000000114e+02,-4.624000000000000332e-02,7.599999999999999645e+00,6.872549690254910359e+00,7.136521283556850115e+00,7.394978681113664187e+00,7.616217361338363467e+00,7.826409727703362407e+00
2.249000000000000057e+02,-4.524999999999999856e-02,9.900000000000000355e+00,8.903628965907181225e+00,9.330265609684108341e+00,9.628230900399898928e+00,9.951931678005015769e+00,1.079694516866787168e+01
1.435000000000000000e+02,-4.243000000000000244e-02,6.799999999999999822e+00,5.872554247765829238e+00,6.367397812248666966e+00,6.561396702706417727e+00,6.764579408522799042e+00,7.417835810109218997e+00
2.319999999999999929e+01,-1.378000000000000058e-02,3.399999999999999911e+00,2.627803721733608100e+00,3.057129113434810641e+00,3.357639931900495256e+00,3.845632794571009594e+00,5.052324190298827844e+00
5.700000000000000178e+00,-6.819999999999999674e-03,1.699999999999999956e+00,1.307886506457708542e+00,1.578841181365306046e+00,2.263898820211747598e+00,3.900283512689636467e+00,8.887561782560964639e+04
9.900000000000000355e+00,-1.710000000000000062e-02,1.199999999999999956e+00,9.493361708957591683e-01,1.109649323151632005e+00,1.185786107754565277e+00,1.331520351530080193e+00,1.582413859986998572e+00
1.259999999999999964e+01,-1.221999999999999996e-02,2.100000000000000089e+00,1.717846272008136443e+00,1.874405179515279629e+00,2.047779665331444399e+00,2.570441968649515463e+00,3.597758920011171924e+00
3.270000000000000284e+01,-2.027999999999999942e-02,3.200000000000000178e+00,2.757552240731652393e+00,3.071336367418686208e+00,3.268172806593710344e+00,3.506638993653252268e+00,3.761525560366689724e+00
3.479999999999999716e+01,-2.021999999999999839e-02,3.399999999999999911e+00,2.897527981591424773e+00,3.229600987474829488e+00,3.381447979150440375e+00,3.671769996832787264e+00,4.410201918209408767e+00
3.810000000000000142e+01,-1.977999999999999897e-02,3.899999999999999911e+00,3.335074131312909085e+00,3.546142061756915709e+00,3.771926610692510895e+00,4.079501915881626140e+00,4.403828070686892637e+00
5.289999999999999858e+01,-2.065000000000000169e-02,5.099999999999999645e+00,4.086626804628926024e+00,4.835990845364189106e+00,5.058634624216561626e+00,5.462307203671106670e+00,6.042668511483462623e+00
3.950000000000000000e+01,-1.970999999999999835e-02,4.000000000000000000e+00,3.184035214366757405e+00,3.779548419174062701e+00,4.007252605904090714e+00,4.242982598372334380e+00,4.947125000224427360e+00
